1282,REPUBLICAN,2422,61-70,08/2006,30,POLL
1283,REPUBLICAN,2413,71 +,08/2006,30,PERM
1284,DEMOCRAT,2421,71 +,08/2006,30,POLL
1285,DEMOCRAT,2415,61-70,08/2006,30,PERM
1286,DEMOCRAT,2416,71 +,08/2006,30,PERM
1287,REPUBLICAN,2404,51-60,08/2006,30,PERM
1288,DEMOCRAT,2402,61-70,11/2005,30,PERM
1289,DEMOCRAT,2402,51-60,11/2005,30,POLL
1290,DEMOCRAT,2419,61-70,06/2006,30,POLL
1291,REPUBLICAN,2405,71 +,06/2006,30,PERM
1292,REPUBLICAN,2423,61-70,08/2006,30,PERM
1293,DEMOCRAT,2408,61-70,08/2006,30,PERM
1294,REPUBLICAN,2414,71 +,11/2005,30,PERM
1295,DEMOCRAT,2412,71 +,08/2006,30,POLL
1296,DEMOCRAT,2417,61-70,08/2006,30,PERM
1297,DEMOCRAT,2417,61-70,08/2006,30,POLL
1298,DEMOCRAT,2423,71 +,08/2006,30,PERM
1299,REPUBLICAN,2423,51-60,08/2006,30,PERM
1300,REPUBLICAN,2406,61-70,06/2006,30,POLL
1301,DEMOCRAT,2409,71 +,08/2006,30,PERM
1302,DEMOCRAT,2403,51-60,11/2005,30,POLL
1303,DEMOCRAT,2403,51-60,11/2005,30,POLL
1304,DEMOCRAT,2424,71 +,06/2006,30,PERM
1305,REPUBLICAN,2409,61-70,08/2006,30,POLL
1306,DEMOCRAT,2402,51-60,08/2006,30,POLL
1307,REPUBLICAN,2417,71 +,08/2006,5,PERM
1308,DECLINED,2422,71 +,08/2006,30,PERM
1309,DEMOCRAT,2418,61-70,08/2006,30,PERM
1310,DEMOCRAT,2413,61-70,08/2006,29,PERM
1311,DEMOCRAT,2401,61-70,08/2006,30,POLL
1312,REPUBLICAN,2401,71 +,06/2006,30,POLL
1313,DEMOCRAT,2412,71 +,06/2006,30,POLL
1314,DEMOCRAT,2401,61-70,08/2006,30,POLL
1315,DEMOCRAT,2421,71 +,08/2006,30,POLL
1316,REPUBLICAN,2417,51-60,08/2006,30,POLL
1317,AMERICAN INDEP,2402,61-70,08/2006,30,PERM
1318,REPUBLICAN,2412,61-70,06/2006,30,POLL
1319,REPUBLICAN,2412,71 +,11/2004,30,PERM
1320,REPUBLICAN,2417,51-60,08/2006,30,POLL
1321,DECLINED,2421,71 +,08/2006,30,PERM
1322,DEMOCRAT,2418,61-70,08/2006,30,PERM
1323,REPUBLICAN,2417,51-60,06/2006,30,POLL
1324,DEMOCRAT,2419,41-50,08/2006,30,POLL
1325,REPUBLICAN,2417,51-60,06/2006,30,POLL
1326,AMERICAN INDEP,2416,71 +,11/2005,30,POLL
1327,DEMOCRAT,2408,51-60,08/2006,30,PERM
1328,DEMOCRAT,2407,61-70,08/2006,30,PERM
1329,DEMOCRAT,2424,71 +,08/2006,30,PERM
1330,REPUBLICAN,2419,51-60,08/2006,30,PERM
1331,DEMOCRAT,2418,51-60,06/2006,30,PERM
1332,DEMOCRAT,2406,51-60,06/2006,29,POLL
1333,REPUBLICAN,2424,61-70,06/2006,29,PERM
1334,DEMOCRAT,2423,71 +,08/2006,29,PERM
1335,DECLINED,2421,71 +,08/2006,29,PERM
1336,REPUBLICAN,2412,61-70,08/2006,29,PERM
1337,REPUBLICAN,2413,61-70,08/2006,29,PERM
1338,DECLINED,2407,41-50,06/2006,29,POLL
1339,REPUBLICAN,2415,61-70,11/2005,29,PERM
1340,REPUBLICAN,2409,51-60,11/2005,29,POLL
1341,DEMOCRAT,2409,51-60,11/2005,29,POLL
1342,DECLINED,2421,61-70,08/2006,29,PERM
1343,REPUBLICAN,2419,71 +,06/2006,29,POLL
1344,DEMOCRAT,2402,71 +,08/2006,29,PERM
1345,DEMOCRAT,2423,71 +,08/2006,29,PERM
1346,DEMOCRAT,2418,61-70,08/2006,29,POLL
1347,DEMOCRAT,2404,61-70,08/2006,29,PERM
1348,REPUBLICAN,2419,71 +,08/2006,29,PERM
1349,DEMOCRAT,2407,71 +,08/2006,29,POLL
1350,REPUBLICAN,2419,61-70,06/2006,29,POLL
1351,DEMOCRAT,2413,61-70,08/2006,29,PERM
1352,DEMOCRAT,2404,61-70,08/2006,29,POLL
1353,DEMOCRAT,2418,51-60,11/2005,29,PERM
1354,DEMOCRAT,2416,51-60,11/2005,29,POLL
1355,DEMOCRAT,2406,61-70,08/2006,29,PERM
1356,DEMOCRAT,2416,61-70,08/2006,29,POLL
1357,REPUBLICAN,2402,71 +,06/2006,29,POLL
1358,DEMOCRAT,2406,61-70,08/2006,29,PERM
1359,DECLINED,2407,71 +,11/2005,29,PERM
1360,REPUBLICAN,2415,61-70,08/2006,29,PERM
1361,REPUBLICAN,2419,61-70,08/2006,29,PERM
1362,DEMOCRAT,2415,61-70,08/2006,29,PERM
1363,DEMOCRAT,2407,51-60,08/2006,29,POLL
1364,DEMOCRAT,2413,71 +,08/2006,29,PERM
1365,DEMOCRAT,2409,71 +,08/2006,29,POLL
1366,REPUBLICAN,2416,51-60,11/2005,29,POLL
1367,AMERICAN INDEP,2404,51-60,08/2006,29,POLL
1368,REPUBLICAN,2422,61-70,08/2006,29,POLL
1369,REPUBLICAN,2414,71 +,08/2006,29,PERM
1370,DECLINED,2402,51-60,08/2006,29,POLL
1371,DEMOCRAT,2407,71 +,06/2006,29,POLL
1372,REPUBLICAN,2402,61-70,06/2006,29,POLL
1373,REPUBLICAN,2419,61-70,08/2006,29,POLL
1374,DECLINED,2405,61-70,06/2006,29,ABT
1375,REPUBLICAN,2413,61-70,08/2006,29,PERM
1376,DEMOCRAT,2406,51-60,11/2005,29,POLL
1377,REPUBLICAN,2422,71 +,06/2006,29,POLL
1378,DEMOCRAT,2422,71 +,06/2006,29,POLL
1379,DEMOCRAT,2406,51-60,08/2006,29,POLL
1380,DEMOCRAT,2416,71 +,11/2005,29,POLL
1381,DEMOCRAT,2424,61-70,08/2006,29,POLL
1382,DEMOCRAT,2421,51-60,08/2006,29,PERM
1383,DEMOCRAT,2417,61-70,08/2006,29,PERM
1384,DEMOCRAT,2417,51-60,08/2006,29,PERM
1385,REPUBLICAN,2411,71 +,08/2006,29,PERM
1386,DEMOCRAT,2411,71 +,08/2006,29,PERM
1387,DECLINED,2423,61-70,08/2006,29,POLL
1388,DEMOCRAT,2423,61-70,06/2006,29,PERM
1389,DEMOCRAT,2406,61-70,08/2006,29,PERM
1390,DEMOCRAT,2403,71 +,06/2006,29,POLL
1391,REPUBLICAN,2424,71 +,08/2006,29,PERM
1392,REPUBLICAN,2402,61-70,11/2005,29,POLL
1393,DEMOCRAT,2406,51-60,08/2006,29,PERM
1394,DEMOCRAT,2406,51-60,06/2006,29,ABT
1395,DEMOCRAT,2420,71 +,08/2006,29,PERM
1396,DEMOCRAT,2418,71 +,08/2006,29,POLL
1397,DEMOCRAT,2418,71 +,08/2006,29,PERM
1398,DEMOCRAT,2406,71 +,06/2006,29,PERM
1399,DEMOCRAT,2406,71 +,06/2006,29,PERM
1400,DEMOCRAT,2402,61-70,08/2006,29,PERM
1401,DEMOCRAT,2411,61-70,08/2006,29,PERM
1402,DEMOCRAT,2405,51-60,06/2006,28,PERM
1403,DEMOCRAT,2406,71 +,11/2005,28,POLL
1404,REPUBLICAN,2417,71 +,08/2006,28,POLL
1405,REPUBLICAN,2408,61-70,06/2006,28,PERM
1406,REPUBLICAN,2413,71 +,06/2006,28,PERM
1407,DEMOCRAT,2407,51-60,06/2006,28,POLL
1408,REPUBLICAN,2421,71 +,08/2006,28,POLL
1409,DEMOCRAT,2417,51-60,06/2006,28,ABT
1410,REPUBLICAN,2417,71 +,08/2006,28,PERM
1411,DEMOCRAT,2422,71 +,08/2006,28,POLL
1412,REPUBLICAN,2418,61-70,08/2006,28,PERM
1413,REPUBLICAN,2419,61-70,08/2006,28,PERM
1414,REPUBLICAN,2419,61-70,08/2006,28,PERM
1415,REPUBLICAN,2420,71 +,11/2004,28,PERM
1416,DEMOCRAT,2419,51-60,08/2006,28,PERM
1417,REPUBLICAN,2419,51-60,08/2006,28,PERM
1418,REPUBLICAN,2419,71 +,08/2006,28,PERM
1419,REPUBLICAN,2419,61-70,08/2006,28,PERM
1420,REPUBLICAN,2401,71 +,08/2006,28,PERM
1421,DEMOCRAT,2420,71 +,06/2006,28,POLL
1422,DECLINED,2409,51-60,08/2006,28,PERM
1423,REPUBLICAN,2406,61-70,08/2006,28,PERM
1424,DEMOCRAT,2401,51-60,08/2006,28,PERM
1425,DEMOCRAT,2401,71 +,08/2006,28,PERM
1426,DEMOCRAT,2413,61-70,08/2006,28,PERM
1427,REPUBLICAN,2409,61-70,08/2006,28,PERM
1428,DEMOCRAT,2402,61-70,08/2006,28,PERM
1429,REPUBLICAN,2405,61-70,08/2006,28,POLL
1430,DEMOCRAT,2407,51-60,06/2006,28,POLL
1431,DEMOCRAT,2403,61-70,06/2006,28,POLL
1432,DEMOCRAT,2401,51-60,08/2006,28,POLL
1433,DECLINED,2406,71 +,06/2006,28,PERM
1434,DEMOCRAT,2415,61-70,08/2006,28,POLL
1435,DEMOCRAT,2421,61-70,11/2005,28,POLL
1436,DEMOCRAT,2423,41-50,06/2006,28,PERM
1437,DEMOCRAT,2415,61-70,08/2006,28,PERM
1438,REPUBLICAN,2419,71 +,08/2006,28,PERM
1439,REPUBLICAN,2419,61-70,08/2006,28,PERM
1440,DEMOCRAT,2418,61-70,08/2006,28,PERM
1441,DEMOCRAT,2418,61-70,08/2006,28,PERM
1442,DEMOCRAT,2414,51-60,06/2006,28,POLL
1443,DEMOCRAT,2406,61-70,06/2006,28,POLL
1444,DECLINED,2409,61-70,08/2006,28,PERM
1445,REPUBLICAN,2424,71 +,11/2005,28,PERM
1446,DEMOCRAT,2416,71 +,08/2006,28,PERM
1447,DEMOCRAT,2409,71 +,08/2006,28,PERM
1448,DEMOCRAT,2418,51-60,11/2005,28,POLL
1449,DEMOCRAT,2423,71 +,08/2006,28,POLL
1450,DEMOCRAT,2423,71 +,08/2006,28,POLL
1451,DEMOCRAT,2405,71 +,11/2005,28,POLL
1452,DEMOCRAT,2405,51-60,06/2006,28,PERM
1453,DEMOCRAT,2414,71 +,08/2006,28,PERM
1454,DEMOCRAT,2421,71 +,08/2006,28,PERM
1455,DEMOCRAT,2421,61-70,08/2006,28,PERM
1456,DEMOCRAT,2416,71 +,06/2006,28,POLL
1457,DEMOCRAT,2423,51-60,08/2006,28,PERM
1458,DEMOCRAT,2419,61-70,08/2006,28,POLL
1459,DEMOCRAT,2421,61-70,08/2006,28,PERM
1460,DEMOCRAT,2416,61-70,08/2006,28,POLL
1461,DEMOCRAT,2416,51-60,06/2006,28,POLL
1462,DEMOCRAT,2416,61-70,06/2006,28,POLL
1463,DEMOCRAT,2409,71 +,06/2006,28,PERM
1464,REPUBLICAN,2407,41-50,11/2005,28,PERM
1465,REPUBLICAN,2403,71 +,08/2006,28,POLL
1466,DEMOCRAT,2421,51-60,08/2006,28,PERM
1467,DEMOCRAT,2418,51-60,11/2005,28,POLL
1468,DEMOCRAT,2411,61-70,06/2006,28,PERM
1469,REPUBLICAN,2413,61-70,11/2005,28,PERM
1470,DEMOCRAT,2419,51-60,08/2006,28,POLL
1471,REPUBLICAN,2421,51-60,08/2006,28,PERM
1472,DEMOCRAT,2421,61-70,08/2006,28,PERM
1473,DEMOCRAT,2412,61-70,08/2006,28,PERM
1475,REPUBLICAN,2420,71 +,08/2006,28,PERM
1476,DEMOCRAT,2412,61-70,08/2006,28,PERM
1477,DEMOCRAT,2405,61-70,06/2006,28,POLL
1478,DEMOCRAT,2421,61-70,08/2006,28,PERM
1479,REPUBLICAN,2421,71 +,08/2006,28,PERM
1480,DEMOCRAT,2420,61-70,08/2006,28,POLL
1481,REPUBLICAN,2424,71 +,06/2006,28,PERM
1482,DEMOCRAT,2415,61-70,06/2006,28,PERM
1483,DEMOCRAT,2418,61-70,08/2006,28,PERM
1484,DEMOCRAT,2402,71 +,08/2006,28,PERM
1485,REPUBLICAN,2420,71 +,08/2006,28,PERM
1486,REPUBLICAN,2418,51-60,08/2006,27,PERM
1487,REPUBLICAN,2418,51-60,08/2006,27,POLL
1488,DEMOCRAT,2404,71 +,06/2006,27,POLL
1489,DEMOCRAT,2404,71 +,06/2006,27,POLL
1490,REPUBLICAN,2417,61-70,06/2006,27,PERM
1491,REPUBLICAN,2423,71 +,06/2006,27,PERM
